1	2	5	1	0.51786
2	1	6.5179	1	0.67857
3	2	8.1964	1	0.60714
4	3	9.8036	1	0.5
5	3	11.304	1	0.625
6	3	12.929	1	0.55357
7	3	14.482	1	2.0536
8	1	17.536	1	0.55357
9	3	19.089	1	0.51786
10	1	20.607	1	0.51786
11	2	22.125	1	0.73214
12	2	23.857	1	0.75
13	2	25.607	1	0.69643
14	2	27.304	1	0.5
15	2	28.804	1	0.73214
16	1	30.536	1	1.1607
17	1	32.696	1	0.64286
18	1	34.339	1	1.8036
19	3	37.143	1	1.2679
20	3	39.411	1	0.66071
21	3	41.071	1	2
22	3	44.071	1	1.1607
23	2	46.232	1	0.53571
24	2	47.768	1	0.71429
25	2	49.482	1	0.67857
26	2	51.161	1	0.66071
27	1	52.821	1	0.625
28	1	54.446	1	0.5
29	1	55.946	1	0.5
30	1	57.446	1	0.5
31	1	58.946	1	0.66071
32	1	60.607	1	0.51786
33	1	62.125	1	1.5536
34	3	64.679	1	0.64286
35	3	66.321	1	0.58929
36	3	67.911	1	0.58929
37	3	69.5	1	0.5
38	3	71	1	0.55357
39	3	72.554	1	0.64286
40	3	74.196	1	0.71429
41	3	75.911	1	0.53571
42	3	77.446	1	0.78571
43	2	79.232	1	0.55357
44	2	80.786	1	0.5
45	2	82.286	1	0.53571
46	2	83.821	1	1.6964
47	2	86.518	1	0.625
48	1	88.143	1	0.57143
49	1	89.714	1	0.51786
50	1	91.232	1	0.57143
51	1	92.804	1	0.57143
52	3	94.375	1	0.5
53	3	95.875	1	0.71429
54	3	97.589	1	0.55357
55	3	99.143	1	0.625
56	3	100.77	1	2.0893
57	2	103.86	1	0.69643
58	2	105.55	1	0.53571
59	2	107.09	1	0.76786
60	2	108.86	1	0.66071
61	2	110.52	1	0.55357
62	2	112.07	1	0.64286
63	1	113.71	1	0.58929
64	1	115.3	1	1
65	1	117.3	1	0.69643
66	1	119	1	0.5
67	1	120.5	1	0.75
68	1	122.25	1	0.75
69	3	124	1	1.9643
70	3	126.96	1	0.66071
71	2	128.62	1	0.75
72	2	130.37	1	0.51786
73	2	131.89	1	0.73214
74	2	133.62	1	0.69643
75	2	135.32	1	0.83929
76	1	137.16	1	0.69643
77	1	138.86	1	1.2321
78	3	141.09	1	0.66071
79	1	142.75	1	0.75
80	1	144.5	1	0.53571
81	1	146.04	1	0.57143
82	1	147.61	1	0.5
83	1	149.11	1	0.58929
84	1	150.7	1	0.60714
85	1	152.3	1	0.67857
86	3	153.98	1	0.67857
87	3	155.66	1	0.53571
88	3	157.2	1	0.55357
89	3	158.75	1	0.73214
90	3	160.48	1	0.67857
91	3	162.16	1	0.57143
92	2	163.73	1	0.51786
93	2	165.25	1	0.51786
94	2	166.77	1	1.2143
95	2	168.98	1	0.67857
96	2	170.66	1	5
