1	2	5	1	1.7321
2	1	7.7321	1	0.57143
3	2	9.3036	1	0.73214
4	3	11.036	1	0.58929
5	3	12.625	1	0.625
6	3	14.25	1	0.60714
7	3	15.857	1	0.66071
8	1	17.518	1	0.51786
9	3	19.036	1	0.58929
10	1	20.625	1	0.71429
11	2	22.339	1	0.69643
12	2	24.036	1	0.53571
13	2	25.571	1	0.58929
14	2	27.161	1	0.57143
15	2	28.732	1	0.71429
16	1	30.446	1	0.60714
17	1	32.054	1	0.51786
18	1	33.571	1	0.58929
19	3	35.161	1	0.64286
20	3	36.804	1	2.0714
21	3	39.875	1	0.55357
22	3	41.429	1	1.7679
23	2	44.196	1	1.3214
24	2	46.518	1	0.67857
25	2	48.196	1	0.58929
26	2	49.786	1	0.75
27	1	51.536	1	0.73214
28	1	53.268	1	0.55357
29	1	54.821	1	0.69643
30	1	56.518	1	0.625
31	1	58.143	1	0.625
32	1	59.768	1	0.57143
33	1	61.339	1	1.6786
34	3	64.018	1	0.60714
35	3	65.625	1	0.64286
36	3	67.268	1	0.64286
37	3	68.911	1	0.53571
38	3	70.446	1	0.60714
39	3	72.054	1	0.5
40	3	73.554	1	0.60714
41	3	75.161	1	0.66071
42	3	76.821	1	0.60714
43	2	78.429	1	0.625
44	2	80.054	1	0.57143
45	2	81.625	1	0.625
46	2	83.25	1	0.64286
47	2	84.893	1	0.67857
48	1	86.571	1	0.67857
49	1	88.25	1	0.55357
50	1	89.804	1	0.53571
51	1	91.339	1	0.51786
52	3	92.857	1	1.625
53	3	95.482	1	0.55357
54	3	97.036	1	0.69643
55	3	98.732	1	0.5
56	3	100.23	1	0.64286
57	2	101.88	1	0.58929
58	2	103.46	1	0.75
59	2	105.21	1	0.53571
60	2	106.75	1	0.57143
61	2	108.32	1	0.73214
62	2	110.05	1	2.1607
63	1	113.21	1	0.64286
64	1	114.86	1	0.71429
65	1	116.57	1	0.625
66	1	118.2	1	0.53571
67	1	119.73	1	0.58929
68	1	121.32	1	0.55357
69	3	122.88	1	0.625
70	3	124.5	1	1.6607
71	2	127.16	1	0.55357
72	2	128.71	1	0.5
73	2	130.21	1	0.60714
74	2	131.82	1	0.5
75	2	133.32	1	2.0714
76	1	136.39	1	0.83929
77	1	138.23	1	0.58929
78	3	139.82	1	0.67857
79	1	141.5	1	0.64286
80	1	143.14	1	0.57143
81	1	144.71	1	0.625
82	1	146.34	1	0.57143
83	1	147.91	1	0.625
84	1	149.54	1	0.64286
85	1	151.18	1	0.5
86	3	152.68	1	1.6429
87	3	155.32	1	0.53571
88	3	156.86	1	0.69643
89	3	158.55	1	0.67857
90	3	160.23	1	0.51786
91	3	161.75	1	0.58929
92	2	163.34	1	1.0357
93	2	165.38	1	0.625
94	2	167	1	0.625
95	2	168.63	1	0.67857
96	2	170.3	1	5
