1	2	5	1	0.66071
2	1	6.6607	1	0.55357
3	2	8.2143	1	0.625
4	3	9.8393	1	0.57143
5	3	11.411	1	0.57143
6	3	12.982	1	0.57143
7	3	14.554	1	0.98214
8	1	16.536	1	0.66071
9	3	18.196	1	1.2679
10	1	20.464	1	2.0357
11	2	23.5	1	0.51786
12	2	25.018	1	0.5
13	2	26.518	1	1.0357
14	2	28.554	1	0.73214
15	2	30.286	1	2.2321
16	1	33.518	1	1.1964
17	1	35.714	1	0.64286
18	1	37.357	1	0.69643
19	3	39.054	1	0.5
20	3	40.554	1	0.60714
21	3	42.161	1	0.58929
22	3	43.75	1	1.3571
23	2	46.107	1	0.66071
24	2	47.768	1	0.60714
25	2	49.375	1	0.55357
26	2	50.929	1	0.55357
27	1	52.482	1	0.73214
28	1	54.214	1	0.5
29	1	55.714	1	0.53571
30	1	57.25	1	0.57143
31	1	58.821	1	0.69643
32	1	60.518	1	0.5
33	1	62.018	1	0.57143
34	3	63.589	1	1.3929
35	3	65.982	1	0.64286
36	3	67.625	1	0.71429
37	3	69.339	1	0.64286
38	3	70.982	1	0.64286
39	3	72.625	1	0.80357
40	3	74.429	1	0.625
41	3	76.054	1	0.71429
42	3	77.768	1	0.71429
43	2	79.482	1	0.75
44	2	81.232	1	0.66071
45	2	82.893	1	0.80357
46	2	84.696	1	0.75
47	2	86.446	1	0.69643
48	1	88.143	1	0.58929
49	1	89.732	1	1.5
50	1	92.232	1	0.58929
51	1	93.821	1	0.67857
52	3	95.5	1	0.64286
53	3	97.143	1	0.5
54	3	98.643	1	0.55357
55	3	100.2	1	0.60714
56	3	101.8	1	0.57143
57	2	103.37	1	0.73214
58	2	105.11	1	0.51786
59	2	106.62	1	0.71429
60	2	108.34	1	0.53571
61	2	109.87	1	0.55357
62	2	111.43	1	0.67857
63	1	113.11	1	0.66071
64	1	114.77	1	0.53571
65	1	116.3	1	0.53571
66	1	117.84	1	0.51786
67	1	119.36	1	1.3036
68	1	121.66	1	0.71429
69	3	123.37	1	1.7321
70	3	126.11	1	0.5
71	2	127.61	1	0.60714
72	2	129.21	1	0.67857
73	2	130.89	1	0.67857
74	2	132.57	1	0.58929
75	2	134.16	1	0.55357
76	1	135.71	1	0.66071
77	1	137.37	1	0.66071
78	3	139.04	1	0.625
79	1	140.66	1	0.60714
80	1	142.27	1	0.82143
81	1	144.09	1	0.58929
82	1	145.68	1	0.71429
83	1	147.39	1	0.51786
84	1	148.91	1	0.53571
85	1	150.45	1	2.0179
86	3	153.46	1	0.625
87	3	155.09	1	0.64286
88	3	156.73	1	0.60714
89	3	158.34	1	0.5
90	3	159.84	1	0.66071
91	3	161.5	1	1.5
92	2	164	1	0.73214
93	2	165.73	1	0.53571
94	2	167.27	1	0.76786
95	2	169.04	1	0.625
96	2	170.66	1	5
